application_number,loan_assessment_date,group,default,credit_score,,,,,
8820,22/09/2014,D,1,9,,,,,
8821,25/05/2013,D,1,10,,,,,
8826,04/09/2013,D,0,6,,,,,
8828,28/10/2013,A,0,2,,,,,
8830,15/02/2013,D,1,7,,,,,
8832,09/02/2013,D,1,5,,,,,
8834,06/11/2013,D,1,8,,,,,
8835,17/04/2013,D,0,1,,,,,
8838,11/08/2013,A,0,4,,,,,
8841,12/07/2014,D,1,3,,,,,
8842,24/09/2013,A,0,3,,,,,
8843,24/11/2014,D,1,7,,,,,
8847,20/10/2014,D,1,5,,,,,
8849,19/07/2013,D,0,5,,,,,
8852,06/10/2014,D,1,5,,,,,
8854,05/09/2013,D,0,4,,,,,
8855,19/02/2014,A,1,2,,,,,
8857,06/01/2013,A,0,5,,,,,
8858,23/03/2014,D,0,6,,,,,
8859,20/07/2014,D,1,4,,,,,
8861,12/01/2014,D,0,9,,,,,
8865,25/04/2013,A,0,1,,,,,
8867,23/02/2013,A,0,10,,,,,
8869,26/01/2013,D,0,2,,,,,
8871,21/01/2014,D,1,4,,,,,
8873,05/07/2014,D,1,10,,,,,
8876,09/02/2013,D,1,3,,,,,
8877,04/02/2014,A,0,1,,,,,
8879,07/04/2013,D,0,4,,,,,
8881,07/01/2013,D,1,10,,,,,
8882,14/02/2014,D,1,9,,,,,
8884,06/01/2014,A,0,1,,,,,
8885,19/11/2013,D,1,8,,,,,
8889,17/01/2014,A,0,2,,,,,
8890,23/11/2013,D,0,1,,,,,
8891,24/09/2013,A,1,4,,,,,
8893,15/09/2013,D,0,6,,,,,
8894,11/03/2013,D,0,7,,,,,
8897,28/01/2013,D,0,1,,,,,
8899,06/10/2014,D,1,9,,,,,
8905,04/08/2013,A,0,1,,,,,
8906,10/12/2013,A,1,10,,,,,
8908,01/12/2013,D,0,4,,,,,
8909,13/02/2013,A,0,1,,,,,
8910,02/11/2014,D,1,4,,,,,
8914,05/11/2014,D,1,3,,,,,
8916,11/09/2013,D,0,1,,,,,
8918,15/04/2014,A,1,2,,,,,
8920,05/09/2013,D,1,2,,,,,
8921,10/08/2014,A,1,1,,,,,
8922,26/05/2013,A,0,1,,,,,
8923,14/05/2013,D,0,6,,,,,
8924,26/08/2014,D,1,4,,,,,
8925,29/01/2014,D,0,5,,,,,
8926,14/01/2013,D,1,6,,,,,
8930,06/02/2013,D,1,8,,,,,
8933,20/05/2013,A,1,10,,,,,
8935,26/11/2013,D,0,9,,,,,
8936,07/09/2013,D,0,1,,,,,
8938,13/01/2014,D,0,5,,,,,
8939,27/01/2014,D,0,4,,,,,
8941,01/05/2013,A,1,5,,,,,
8942,05/05/2014,A,1,4,,,,,
8943,07/10/2013,D,0,1,,,,,
8944,20/03/2013,D,0,1,,,,,
8945,15/01/2013,D,0,7,,,,,
8946,22/12/2013,D,0,7,,,,,
8949,27/01/2013,D,0,6,,,,,
8954,31/12/2013,A,0,1,,,,,
8957,30/09/2014,D,1,7,,,,,
8960,15/03/2013,D,1,4,,,,,
8962,05/01/2014,A,0,3,,,,,
8964,23/03/2014,D,1,4,,,,,
8969,15/09/2014,D,1,5,,,,,
8970,22/09/2014,A,1,1,,,,,
8971,03/03/2014,D,0,4,,,,,
8972,05/02/2014,D,1,6,,,,,
8973,30/01/2013,A,0,6,,,,,
8974,30/04/2013,D,1,8,,,,,
8976,22/12/2013,A,0,1,,,,,
8981,23/08/2013,A,1,4,,,,,
8983,10/05/2013,A,0,1,,,,,
8988,15/10/2013,D,0,2,,,,,
8989,28/03/2013,D,1,7,,,,,
8991,06/07/2014,D,1,9,,,,,
8992,04/01/2014,A,1,9,,,,,
8995,23/02/2013,A,0,8,,,,,
8996,06/03/2013,D,0,6,,,,,
8997,10/09/2013,D,0,1,,,,,
8998,18/07/2013,A,1,1,,,,,
8999,15/03/2013,D,1,10,,,,,
9003,11/06/2013,D,0,4,,,,,
9004,24/09/2013,D,0,2,,,,,
9005,07/08/2013,A,0,5,,,,,
9010,15/04/2013,D,1,1,,,,,
9012,29/07/2013,A,0,1,,,,,
9013,07/12/2013,A,0,1,,,,,
9018,12/01/2013,D,0,8,,,,,
9020,01/07/2014,A,1,5,,,,,
9022,20/11/2013,D,1,4,,,,,
9023,23/03/2014,A,0,1,,,,,
9027,01/04/2013,D,1,8,,,,,
9028,19/08/2013,D,0,1,,,,,
9031,12/12/2014,D,1,7,,,,,
9032,08/08/2013,D,0,6,,,,,
9034,07/10/2014,D,1,1,,,,,
9038,25/09/2013,D,0,1,,,,,
9039,05/02/2014,D,0,3,,,,,
9040,22/01/2014,D,0,1,,,,,
9041,18/01/2013,A,0,1,,,,,
9042,19/01/2013,A,0,5,,,,,
9043,22/02/2013,A,1,5,,,,,
9044,21/03/2014,D,1,7,,,,,
9045,10/12/2013,A,0,5,,,,,
9046,24/02/2014,A,0,5,,,,,
9049,28/01/2013,D,0,1,,,,,
9054,01/10/2014,D,1,7,,,,,
9056,04/03/2014,D,1,6,,,,,
9058,06/02/2013,A,1,4,,,,,
9060,26/07/2013,A,1,5,,,,,
9061,08/09/2014,D,1,8,,,,,
9062,17/02/2014,A,0,5,,,,,
9064,28/09/2013,D,1,8,,,,,
9067,29/01/2013,A,1,5,,,,,
9070,25/04/2013,A,1,7,,,,,
9072,01/11/2014,D,1,7,,,,,
9074,24/02/2013,D,0,7,,,,,
9076,09/01/2013,D,1,2,,,,,
9077,12/01/2013,A,1,7,,,,,
9080,22/04/2013,A,1,1,,,,,
9083,10/11/2014,D,1,7,,,,,
9085,26/03/2013,A,0,5,,,,,
9086,04/10/2014,D,1,9,,,,,
9087,13/11/2014,A,1,1,,,,,
9088,29/09/2013,A,0,2,,,,,
9089,16/08/2013,A,0,2,,,,,
9092,05/08/2013,A,1,1,,,,,
9093,14/08/2013,D,0,8,,,,,
9094,30/03/2013,D,1,8,,,,,
9096,28/01/2013,D,0,5,,,,,
9097,13/03/2014,D,1,6,,,,,
9099,26/02/2013,D,0,3,,,,,
9102,08/11/2013,D,1,4,,,,,
9104,06/02/2014,D,0,6,,,,,
9106,31/10/2014,A,1,2,,,,,
9109,24/09/2013,A,0,6,,,,,
9110,04/11/2014,D,1,8,,,,,
9111,12/03/2014,D,1,4,,,,,
9112,18/11/2014,A,1,7,,,,,
9115,10/08/2013,A,1,7,,,,,
9119,23/02/2014,D,1,7,,,,,
9120,05/02/2014,D,0,6,,,,,
9123,18/04/2013,A,0,1,,,,,
9125,09/08/2013,A,1,2,,,,,
9126,21/01/2013,D,0,2,,,,,
9128,05/03/2014,A,1,9,,,,,
9129,06/04/2013,D,0,6,,,,,
9130,14/01/2014,D,1,9,,,,,
9132,27/01/2014,A,0,5,,,,,
9133,25/02/2013,A,0,5,,,,,
9136,27/03/2013,D,0,4,,,,,
9143,06/12/2013,A,0,2,,,,,
9144,17/02/2014,D,1,3,,,,,
9145,04/02/2014,D,1,2,,,,,
9146,28/01/2013,D,0,5,,,,,
9148,27/10/2013,A,0,3,,,,,
9150,21/10/2013,A,1,9,,,,,
9155,13/12/2013,A,1,7,,,,,
9156,23/09/2013,A,1,6,,,,,
9157,22/01/2013,D,1,10,,,,,
9159,09/01/2013,A,1,2,,,,,
9160,14/04/2013,D,0,9,,,,,
9161,24/01/2013,A,0,9,,,,,
9163,23/03/2013,D,1,8,,,,,
9165,26/08/2013,D,0,9,,,,,
9166,22/05/2013,D,0,4,,,,,
9167,22/12/2013,D,0,3,,,,,
9170,12/01/2013,A,0,1,,,,,
9172,29/10/2013,D,1,7,,,,,
9173,28/12/2013,A,0,8,,,,,
9174,16/12/2014,A,1,8,,,,,
9176,25/02/2014,A,1,1,,,,,
9178,09/02/2013,D,1,4,,,,,
9180,22/09/2013,D,0,7,,,,,
9182,01/12/2013,D,1,7,,,,,
9183,15/05/2013,A,0,2,,,,,
9185,02/11/2014,D,1,2,,,,,
9186,14/02/2013,D,0,9,,,,,
9189,03/12/2013,A,0,2,,,,,
9191,11/04/2014,D,1,9,,,,,
9192,18/02/2013,D,0,1,,,,,
9196,10/06/2014,A,1,3,,,,,
9201,06/08/2014,D,1,2,,,,,
9202,30/01/2013,A,0,8,,,,,
9206,20/10/2014,D,1,8,,,,,
9207,18/12/2013,D,0,2,,,,,
9208,31/10/2014,D,1,9,,,,,
9209,25/02/2013,D,1,4,,,,,
9212,08/05/2013,A,0,1,,,,,
9214,03/04/2013,D,0,4,,,,,
9215,09/01/2014,A,0,4,,,,,
9216,19/08/2013,A,0,1,,,,,
9219,21/03/2013,D,0,7,,,,,
9220,24/12/2013,A,0,1,,,,,
9221,15/01/2014,A,1,7,,,,,
9224,06/01/2014,A,0,1,,,,,
9225,19/04/2014,D,1,8,,,,,
9226,21/08/2013,A,1,1,,,,,
9227,28/03/2013,A,0,2,,,,,
9229,17/02/2013,D,0,8,,,,,
9230,25/10/2013,A,0,5,,,,,
9231,25/09/2013,A,0,4,,,,,
9232,08/02/2014,A,1,4,,,,,
9233,11/01/2014,D,0,5,,,,,
9234,01/01/2013,D,0,2,,,,,
9235,18/01/2013,A,1,1,,,,,
9238,26/01/2014,D,0,1,,,,,
9239,14/02/2014,D,1,4,,,,,
9240,16/11/2014,D,1,5,,,,,
9241,14/09/2013,A,0,1,,,,,
9242,08/01/2013,A,0,1,,,,,
9243,11/03/2013,A,0,3,,,,,
9244,14/09/2014,D,1,3,,,,,
9245,29/04/2013,D,0,3,,,,,
9246,24/01/2014,A,0,1,,,,,
9247,14/09/2013,D,1,6,,,,,
9248,26/03/2013,D,0,7,,,,,
9253,27/09/2013,A,0,7,,,,,
9254,11/04/2013,D,0,2,,,,,
9255,07/11/2014,A,1,6,,,,,
9256,03/02/2014,A,1,9,,,,,
9257,11/02/2014,D,0,2,,,,,
9258,05/01/2013,A,0,1,,,,,
9259,09/12/2014,A,1,9,,,,,
9260,15/03/2013,A,0,2,,,,,
9261,29/09/2013,D,1,7,,,,,
9262,06/09/2013,D,0,8,,,,,
9266,26/02/2014,D,0,5,,,,,
9267,19/12/2013,A,0,2,,,,,
9268,16/01/2013,A,1,2,,,,,
9269,11/05/2013,D,0,2,,,,,
9270,16/05/2013,D,0,6,,,,,
9271,02/05/2013,A,0,1,,,,,
9272,28/02/2014,A,0,1,,,,,
9273,06/05/2013,A,1,4,,,,,
9275,19/10/2013,D,0,2,,,,,
9276,19/08/2013,A,0,1,,,,,
9277,24/01/2014,D,0,3,,,,,
9279,04/03/2013,A,0,7,,,,,
9280,12/11/2013,A,0,4,,,,,
9282,15/01/2013,D,0,7,,,,,
9283,14/08/2013,A,1,1,,,,,
9284,22/03/2014,A,0,1,,,,,
9285,05/01/2014,D,0,2,,,,,
9287,19/08/2013,D,1,7,,,,,
9288,23/09/2013,A,0,4,,,,,
9292,10/08/2013,D,0,9,,,,,
9293,18/08/2013,D,1,6,,,,,
9296,25/10/2014,D,1,9,,,,,
9297,11/10/2013,D,0,8,,,,,
9300,31/01/2013,A,1,5,,,,,
9303,07/02/2013,D,0,9,,,,,
9306,07/05/2014,D,1,5,,,,,
9307,02/04/2013,D,1,9,,,,,
9308,02/10/2013,A,1,3,,,,,
9310,26/03/2014,A,0,1,,,,,
9318,16/05/2013,D,1,6,,,,,
9319,05/09/2013,D,1,6,,,,,
9320,28/03/2013,D,0,1,,,,,
9322,23/02/2014,D,1,10,,,,,
9323,23/09/2013,A,1,9,,,,,
9324,03/10/2014,A,1,6,,,,,
9326,09/03/2014,A,1,5,,,,,
9327,06/04/2013,D,1,9,,,,,
9332,11/09/2013,D,0,7,,,,,
9334,02/08/2013,D,1,6,,,,,
9335,26/06/2013,D,1,2,,,,,
9336,07/12/2013,D,0,4,,,,,
9337,07/02/2014,A,0,5,,,,,
9338,01/03/2014,D,1,1,,,,,
9339,01/01/2013,A,1,2,,,,,
9343,09/02/2013,D,0,9,,,,,
9344,12/09/2013,D,1,4,,,,,
9346,01/11/2013,D,0,6,,,,,
9348,03/02/2014,A,0,6,,,,,
9350,01/04/2013,A,0,5,,,,,
9351,28/03/2013,D,0,6,,,,,
9352,07/08/2013,A,0,10,,,,,
9353,04/07/2014,A,1,3,,,,,
9354,14/10/2013,A,0,4,,,,,
9357,23/03/2014,D,0,4,,,,,
9358,05/06/2014,D,1,7,,,,,
9359,09/07/2013,A,0,1,,,,,
9363,09/07/2014,D,1,8,,,,,
9364,03/12/2013,D,0,8,,,,,
9367,13/03/2014,D,1,9,,,,,
9369,05/01/2014,D,0,4,,,,,
9370,24/04/2013,D,1,3,,,,,
9372,28/08/2013,D,0,9,,,,,
9375,20/03/2014,D,1,7,,,,,
9378,15/01/2014,A,1,9,,,,,
9380,13/12/2013,A,0,4,,,,,
9381,09/12/2013,A,0,1,,,,,
9383,19/09/2013,D,0,5,,,,,
9386,21/10/2014,D,1,4,,,,,
9387,28/01/2014,A,0,2,,,,,
9388,21/01/2014,A,0,1,,,,,
9392,22/01/2013,A,1,5,,,,,
9393,29/09/2014,A,1,5,,,,,
9394,25/01/2013,A,0,8,,,,,
9398,07/03/2013,D,1,2,,,,,
9401,18/10/2013,A,1,2,,,,,
9402,18/02/2014,D,1,10,,,,,
9404,02/12/2014,D,1,6,,,,,
9405,19/01/2013,D,1,10,,,,,
9407,27/08/2013,D,0,7,,,,,
9412,04/03/2013,D,0,1,,,,,
9413,01/03/2014,D,1,9,,,,,
9414,06/05/2013,A,1,2,,,,,
9415,28/01/2013,A,1,1,,,,,
9416,10/10/2013,D,1,5,,,,,
9417,22/04/2014,A,1,6,,,,,
9419,08/10/2014,D,1,3,,,,,
9420,10/05/2013,D,0,3,,,,,
9425,30/01/2014,A,0,1,,,,,
9428,20/04/2013,A,0,2,,,,,
9433,01/05/2013,D,0,1,,,,,
9434,12/11/2013,D,0,1,,,,,
9435,01/08/2013,A,0,5,,,,,
9436,05/10/2014,D,1,7,,,,,
9438,30/05/2013,D,0,7,,,,,
9439,26/03/2013,D,1,6,,,,,
9440,03/02/2014,D,0,5,,,,,
9441,16/04/2014,D,1,9,,,,,
9442,23/03/2013,D,1,8,,,,,
9443,23/10/2014,D,1,8,,,,,
9444,28/10/2013,A,0,5,,,,,
9448,18/01/2013,A,0,5,,,,,
9450,20/04/2013,D,0,7,,,,,
9451,29/01/2013,D,1,7,,,,,
9452,06/01/2014,D,1,7,,,,,
9458,20/07/2014,D,1,3,,,,,
9462,04/02/2013,A,1,6,,,,,
9464,07/05/2013,A,0,2,,,,,
9465,27/05/2013,D,0,1,,,,,
9467,21/09/2013,D,1,7,,,,,
9473,07/08/2013,D,0,7,,,,,
9475,04/09/2013,D,0,1,,,,,
9476,12/01/2014,D,0,2,,,,,
9479,14/03/2013,A,0,1,,,,,
9483,18/06/2014,D,1,8,,,,,
9484,14/01/2013,A,0,2,,,,,
9486,31/01/2014,D,1,5,,,,,
9488,14/05/2013,A,1,4,,,,,
9491,05/12/2013,A,0,5,,,,,
9492,28/03/2013,D,0,6,,,,,
9493,30/08/2013,D,0,5,,,,,
9494,16/08/2013,A,0,7,,,,,
9497,30/03/2013,D,0,8,,,,,
9499,12/03/2013,D,1,7,,,,,
9500,16/01/2013,A,0,2,,,,,
9504,08/03/2013,D,0,5,,,,,
9506,28/03/2013,D,1,9,,,,,
9509,19/09/2014,D,1,7,,,,,
9512,12/03/2013,D,0,6,,,,,
9513,04/04/2013,D,0,1,,,,,
9515,12/10/2013,D,0,4,,,,,
9516,11/02/2013,D,1,2,,,,,
9517,26/11/2013,A,0,1,,,,,
9518,01/03/2013,A,0,1,,,,,
9519,22/08/2014,A,1,6,,,,,
9523,06/08/2013,D,1,5,,,,,
9524,19/03/2013,A,0,10,,,,,
9526,18/09/2013,A,1,8,,,,,
9527,01/03/2013,D,0,2,,,,,
9528,06/12/2013,D,0,4,,,,,
9529,29/03/2013,D,1,8,,,,,
9532,22/08/2014,D,1,5,,,,,
9534,25/01/2014,D,1,6,,,,,
9536,10/02/2014,D,1,8,,,,,
9538,08/03/2013,D,1,3,,,,,
9539,03/05/2013,A,0,10,,,,,
9540,15/08/2014,D,1,2,,,,,
9541,11/06/2014,D,1,5,,,,,
9542,25/10/2013,D,1,8,,,,,
9544,10/03/2014,A,1,9,,,,,
9545,06/01/2013,D,0,4,,,,,
9547,20/04/2013,A,0,4,,,,,
9548,12/02/2013,A,0,1,,,,,
9550,30/08/2013,D,1,8,,,,,
9553,07/09/2013,A,0,2,,,,,
9554,26/08/2013,A,0,2,,,,,
9557,19/03/2014,D,0,4,,,,,
9560,26/08/2014,A,1,8,,,,,
9561,30/01/2013,A,1,7,,,,,
9562,07/03/2013,D,1,4,,,,,
9563,15/08/2013,A,0,6,,,,,
9566,01/03/2013,A,1,8,,,,,
9567,08/03/2013,D,0,3,,,,,
9568,02/12/2014,D,1,6,,,,,
9569,30/09/2013,A,0,1,,,,,
9570,04/12/2014,D,1,3,,,,,
9574,25/04/2013,D,0,5,,,,,
9578,27/02/2013,D,0,7,,,,,
9579,07/10/2013,D,0,4,,,,,
9581,18/08/2013,D,0,3,,,,,
9584,21/09/2014,D,1,7,,,,,
9586,07/08/2014,D,1,5,,,,,
9588,25/11/2013,A,0,2,,,,,
9589,10/09/2013,D,0,6,,,,,
9591,26/09/2013,D,1,5,,,,,
9592,29/09/2013,A,0,3,,,,,
9593,11/02/2013,A,0,1,,,,,
9596,12/04/2013,D,1,10,,,,,
9597,15/02/2013,A,0,4,,,,,
9600,18/03/2013,A,1,4,,,,,
9603,01/04/2013,D,1,2,,,,,
9604,30/07/2014,D,1,5,,,,,
9606,10/08/2013,A,1,6,,,,,
9608,11/08/2013,A,0,6,,,,,
9612,30/01/2014,A,1,1,,,,,
9613,15/04/2013,A,1,4,,,,,
9616,30/01/2013,D,0,5,,,,,
9617,28/09/2014,D,1,4,,,,,
9618,22/02/2013,A,1,6,,,,,
9619,06/08/2013,A,1,6,,,,,
9620,12/11/2014,A,1,10,,,,,
9621,21/04/2013,A,0,2,,,,,
9624,04/02/2013,D,0,3,,,,,
9626,04/01/2013,D,1,8,,,,,
9627,11/06/2014,A,1,4,,,,,
9628,10/06/2013,D,1,10,,,,,
9629,12/02/2014,D,0,9,,,,,
9630,10/03/2013,A,0,1,,,,,
9631,21/05/2013,A,0,4,,,,,
9632,17/03/2014,A,0,1,,,,,
9635,25/03/2013,A,0,1,,,,,
9636,03/03/2014,D,1,10,,,,,
9640,14/12/2014,D,1,9,,,,,
9641,07/02/2013,A,0,1,,,,,
9643,01/08/2013,A,0,1,,,,,
9644,13/03/2013,D,0,6,,,,,
9645,30/12/2013,A,0,4,,,,,
9646,06/08/2013,D,1,9,,,,,
9648,16/02/2013,A,0,4,,,,,
9653,26/01/2013,A,0,7,,,,,
9654,13/10/2013,D,1,2,,,,,
9655,20/07/2014,A,1,3,,,,,
9656,28/12/2013,D,1,2,,,,,
9658,03/02/2013,D,0,10,,,,,
9659,03/02/2014,D,0,4,,,,,
9662,14/05/2013,A,0,3,,,,,
9663,06/01/2014,D,0,4,,,,,
9664,27/08/2014,A,1,3,,,,,
9666,10/04/2013,D,0,8,,,,,
9667,22/07/2013,A,1,4,,,,,
9668,24/09/2013,D,0,2,,,,,
9669,06/02/2014,D,0,1,,,,,
9670,15/03/2013,A,0,2,,,,,
9672,11/02/2014,D,0,8,,,,,
9674,19/04/2014,A,1,8,,,,,
9676,17/02/2013,D,0,9,,,,,
9677,04/02/2014,D,0,1,,,,,
9681,02/03/2014,D,1,7,,,,,
9685,22/06/2014,D,1,7,,,,,
9686,16/01/2014,D,0,4,,,,,
9687,26/01/2013,D,0,7,,,,,
9689,09/01/2013,D,0,4,,,,,
9690,17/08/2013,D,0,2,,,,,
9691,25/10/2013,D,0,6,,,,,
9695,28/05/2013,A,0,1,,,,,
9698,18/04/2013,D,1,6,,,,,
9703,18/03/2013,D,1,3,,,,,
9704,11/01/2014,D,0,3,,,,,
9706,02/01/2014,A,0,7,,,,,
9708,01/06/2014,D,1,2,,,,,
9709,27/04/2013,D,0,9,,,,,
9710,20/07/2014,D,1,5,,,,,
9712,27/08/2013,D,1,4,,,,,
9713,13/10/2013,A,0,1,,,,,
9714,04/01/2014,D,1,10,,,,,
9715,02/12/2013,A,0,1,,,,,
9717,12/02/2014,A,0,1,,,,,
9720,03/01/2013,A,1,3,,,,,
9722,23/10/2013,A,1,6,,,,,
9723,03/05/2013,D,0,4,,,,,
9724,27/04/2013,D,0,1,,,,,
9727,19/02/2013,D,1,5,,,,,
9729,22/02/2013,D,1,5,,,,,
9730,26/05/2013,A,0,2,,,,,
9731,07/01/2014,D,0,4,,,,,
9732,14/10/2014,D,1,6,,,,,
9733,05/11/2013,D,1,4,,,,,
9734,17/10/2013,A,0,4,,,,,
9737,23/12/2013,A,0,1,,,,,
9738,29/04/2013,D,0,7,,,,,
9739,30/05/2014,D,1,8,,,,,
9740,16/05/2013,D,1,9,,,,,
9741,26/12/2013,D,1,10,,,,,
9743,12/09/2013,D,0,10,,,,,
9745,17/02/2013,D,1,7,,,,,
9747,16/11/2013,D,1,4,,,,,
9748,07/02/2013,D,1,6,,,,,
9749,19/03/2013,A,1,10,,,,,
9750,15/02/2014,D,0,2,,,,,
9752,07/12/2014,D,1,4,,,,,
9754,20/02/2013,D,1,4,,,,,
9755,02/12/2013,D,1,6,,,,,
9756,08/11/2013,D,1,3,,,,,
9758,28/03/2014,A,1,4,,,,,
9759,14/02/2013,A,0,5,,,,,
9767,26/03/2014,A,0,1,,,,,
9771,26/09/2013,D,0,2,,,,,
9773,17/11/2013,D,1,6,,,,,
9774,21/01/2013,A,1,2,,,,,
9776,22/10/2013,A,0,1,,,,,
9777,11/11/2013,D,1,3,,,,,
9778,23/10/2013,D,0,6,,,,,
9780,31/12/2014,D,1,7,,,,,
9781,27/08/2013,A,1,9,,,,,
9782,28/02/2013,D,0,10,,,,,
9783,31/10/2014,D,1,4,,,,,
9784,22/04/2013,D,0,2,,,,,
9785,14/05/2013,A,0,2,,,,,
9786,23/02/2013,D,1,10,,,,,
9787,04/02/2013,D,1,5,,,,,
9788,26/03/2013,D,0,8,,,,,
9789,29/03/2014,D,0,1,,,,,
9790,26/12/2013,D,1,2,,,,,
9791,30/03/2014,A,0,5,,,,,
9793,25/02/2014,A,1,1,,,,,
9797,07/01/2013,D,1,4,,,,,
9798,31/01/2014,D,0,6,,,,,
9799,26/11/2014,A,1,5,,,,,
9800,14/11/2013,A,0,2,,,,,
9801,11/09/2013,D,0,5,,,,,
9802,12/02/2013,D,0,1,,,,,
9805,20/10/2014,D,1,7,,,,,
9808,24/07/2013,A,0,5,,,,,
9810,17/09/2013,D,0,9,,,,,
9811,24/04/2013,D,1,9,,,,,
9814,03/02/2014,D,1,8,,,,,
9815,06/03/2014,D,1,3,,,,,
9817,21/08/2013,D,1,5,,,,,
9818,19/03/2013,A,1,5,,,,,
9820,08/05/2013,D,0,4,,,,,
9822,16/03/2013,A,1,4,,,,,
9823,18/10/2013,D,0,5,,,,,
9826,12/02/2014,D,1,10,,,,,
9827,16/04/2013,A,0,2,,,,,
9830,24/01/2014,A,0,2,,,,,
9832,22/09/2014,A,1,4,,,,,
9833,04/05/2013,A,0,1,,,,,
9834,16/11/2013,D,1,5,,,,,
9835,23/05/2013,D,0,2,,,,,
9837,26/07/2013,A,0,5,,,,,
9838,18/03/2013,D,0,1,,,,,
9840,02/11/2013,A,1,1,,,,,
9843,08/12/2014,D,1,8,,,,,
9844,08/07/2014,A,1,1,,,,,
9845,31/12/2013,D,1,1,,,,,
9846,07/05/2013,A,1,3,,,,,
9847,23/06/2014,D,1,6,,,,,
9851,01/04/2014,D,1,1,,,,,
9852,13/09/2013,D,1,10,,,,,
9853,17/04/2014,A,1,6,,,,,
9854,12/10/2013,D,1,3,,,,,
9855,25/04/2013,A,0,2,,,,,
9856,22/01/2014,D,0,9,,,,,
9857,27/04/2013,D,1,9,,,,,
9861,15/11/2013,A,0,2,,,,,
9864,15/09/2013,D,1,1,,,,,
9865,06/02/2014,D,1,4,,,,,
9867,06/09/2013,D,1,3,,,,,
9868,14/10/2013,D,0,10,,,,,
9869,09/04/2013,D,0,6,,,,,
9871,14/01/2014,A,0,6,,,,,
9872,28/11/2014,D,1,6,,,,,
9875,06/09/2013,D,1,1,,,,,
9877,17/09/2013,A,1,5,,,,,
9879,16/01/2014,D,1,3,,,,,
9880,07/09/2013,A,0,1,,,,,
9881,23/09/2014,A,1,7,,,,,
9883,07/05/2014,D,1,4,,,,,
9885,09/05/2013,D,0,7,,,,,
9888,12/04/2013,D,0,4,,,,,
9889,15/08/2013,D,0,6,,,,,
9890,21/01/2014,D,0,1,,,,,
9891,27/02/2013,D,1,2,,,,,
9892,24/06/2014,D,1,10,,,,,
9894,27/08/2014,A,1,9,,,,,
9898,24/09/2013,D,1,9,,,,,
9899,06/02/2014,D,0,2,,,,,
9902,17/12/2014,D,1,1,,,,,
9904,12/03/2013,D,1,9,,,,,
9905,28/03/2014,A,1,5,,,,,
9906,18/07/2013,A,0,2,,,,,
9907,24/04/2013,D,1,9,,,,,
9908,13/09/2013,D,1,10,,,,,
9909,15/05/2014,D,1,9,,,,,
9910,16/07/2013,D,1,9,,,,,
9914,04/10/2013,A,1,4,,,,,
9917,12/05/2013,D,0,1,,,,,
9918,27/05/2013,A,0,5,,,,,
9919,07/04/2013,D,0,4,,,,,
9920,12/08/2013,A,1,3,,,,,
9921,13/04/2013,D,0,5,,,,,
9922,17/01/2014,D,0,3,,,,,
9923,27/10/2014,D,1,5,,,,,
9924,12/03/2013,A,1,3,,,,,
9926,22/10/2014,A,1,10,,,,,
9931,13/01/2013,D,0,1,,,,,
9933,09/01/2013,D,1,10,,,,,
9934,24/03/2013,D,1,5,,,,,
9935,18/04/2013,D,1,10,,,,,
9937,22/08/2014,D,1,1,,,,,
9939,02/12/2013,A,0,1,,,,,
9940,10/12/2013,D,1,9,,,,,
9944,14/05/2013,A,1,1,,,,,
9945,04/01/2014,A,1,2,,,,,
9948,06/02/2013,D,0,7,,,,,
9951,18/01/2014,A,0,2,,,,,
9952,16/01/2013,A,0,1,,,,,
9953,05/08/2013,D,1,3,,,,,
9955,17/09/2013,D,0,1,,,,,
9956,28/12/2014,D,1,1,,,,,
9959,08/10/2013,D,0,6,,,,,
9960,14/09/2013,D,0,2,,,,,
9963,20/10/2013,D,0,9,,,,,
9965,12/02/2014,A,0,4,,,,,
9966,30/06/2014,D,1,5,,,,,
9968,15/01/2013,D,1,6,,,,,
9969,06/10/2014,A,1,5,,,,,
9970,12/07/2014,D,1,7,,,,,
9971,22/03/2014,A,0,1,,,,,
9972,23/01/2014,D,0,2,,,,,
9973,22/11/2014,D,1,10,,,,,
9977,31/01/2013,D,1,5,,,,,
9979,02/07/2013,A,0,1,,,,,
9980,05/08/2013,D,1,6,,,,,
9981,13/06/2014,D,1,6,,,,,
9983,20/12/2014,D,1,3,,,,,
9984,27/01/2013,D,0,8,,,,,
9985,11/12/2013,A,0,4,,,,,
9987,17/05/2013,D,1,4,,,,,
9988,05/06/2013,D,0,1,,,,,
9989,11/12/2013,D,1,9,,,,,
9991,31/01/2014,A,0,4,,,,,
9996,26/10/2013,A,1,1,,,,,
9997,02/10/2013,D,1,4,,,,,
10004,12/02/2013,D,0,5,,,,,
10006,14/09/2013,A,1,10,,,,,
10007,07/10/2013,D,0,6,,,,,
10008,08/12/2014,A,1,4,,,,,
10009,22/02/2013,D,1,7,,,,,
10010,13/02/2013,D,1,9,,,,,
10011,20/02/2013,D,1,3,,,,,
10012,13/01/2014,D,1,6,,,,,
10013,14/05/2013,D,1,4,,,,,
10015,09/10/2013,D,1,4,,,,,
10018,13/04/2013,D,0,5,,,,,
10019,08/08/2013,D,1,5,,,,,
10020,12/04/2013,A,0,4,,,,,
10021,10/05/2013,A,0,4,,,,,
10022,25/06/2014,D,1,6,,,,,
